x,y
9.29031907161,4.2593077557
8.8825577211,3.79331886132
9.61739617085,3.84115684186
9.34000839609,3.59919192892
9.23952860673,4.35174639489
9.54796895944,4.6039708314
9.37489221403,3.63890837824
9.32489599338,4.18264120864
9.15665403179,3.39640545428
8.9913091659,4.15904137869
9.24665016348,3.72690871351
10.1092867588,3.7825173279
9.14871252036,3.21145971476
9.03200730559,4.18581704989
9.60339033122,3.85962567567
8.78798983678,3.96068878714
9.30157512762,3.9320709846
9.41471127897,3.74891131976
9.21427316321,4.08595198777
9.83473372032,3.96718170937
8.90560642878,4.43425651751
9.3543174956,4.43702644215
9.70381748332,3.82148129825
9.79170568946,4.10019440713
9.84578125847,4.03088978039
9.31755960603,3.6900387057
9.54584062515,4.07217240018
9.29370126123,3.9297393108
9.13596000599,3.8705948249
9.11090729876,3.95517002542
9.02872473231,4.33987985808
9.42840211117,4.21182026298
9.7221995052,4.08564316437
9.10036503743,3.72421476217
8.94626727506,3.22170676134
9.25003357442,3.5606110371
9.51909037767,4.34926577306
9.16634471646,3.51274421597
9.98879995033,3.74469374998
9.53754393775,3.2580594337
9.73503197292,4.13417507972
9.57289318942,3.80819566917
9.69898142199,3.83949193101
8.70523624665,3.50300395622
8.845231641,3.68823580642
9.13520305801,3.58793543758
9.5160352458,3.56742565302
9.81513756594,4.1481997629
9.26043093776,3.38963459702
14.7374580351,9.80173053017
14.2714691407,9.70553343873
14.3193071213,9.77559851201
14.0773422083,9.17520945653
14.8298966743,9.69648942563
15.0821211108,9.84820700502
14.1170586576,9.91770531423
14.660791488,9.54797169615
13.8745557337,9.66514664697
14.6371916581,9.85336857193
14.2050589929,9.33266739963
14.2606676073,9.48837984378
13.6896099942,9.45721982641
14.6639673293,9.70479579714
14.3377759551,10.283330538
14.4388390665,9.99641766495
14.410221264,9.50106167406
14.2270615992,9.76341709593
14.5641022672,9.17277276566
14.4453319888,10.3835274942
14.9124067969,10.3061543624
14.9151767216,10.2741844494
14.2996315776,9.51537279164
14.5783446865,10.1562272664
14.5090400598,9.55338356684
14.1681889851,10.4196893923
14.5503226796,9.85557677649
14.4078895902,10.2064511522
14.3487451043,9.91255685034
14.4333203048,9.87032134078
14.8180301375,9.16390108083
14.6899705424,9.99024395084
14.5637934438,10.2055367184
14.2023650416,10.6098068122
13.6998570407,9.80273792684
14.0387613165,9.19620834076
14.8274160525,9.82623995351
13.9908944954,10.0929991848
14.2228440294,9.71343185678
13.7362097131,9.19111113056
14.6123253591,9.45004588988
14.2863459486,10.0125925696
14.3176422104,10.0348993706
19.7682000865,10.5720967623
19.672002995,10.9786168006
19.7420680683,10.6664719257
19.1416790128,11.059186166
19.6629589819,11.1248456608
19.8146765613,10.8245255071
19.8841748705,10.6653703972
19.5144412524,10.9131433672
19.6316162033,11.1143403436
19.8198381282,11.1890967606
19.2991369559,11.2330361967
19.4548494001,10.8197325324
