x,y
9.29972003096,3.83625438206
14.3144046615,9.86109693844
19.8275664947,10.9462963844
2.15846154719,17.461602913
13.6146470636,19.0397576713
16.0423179049,14.6755988525
1.3601621728,18.1073479075
8.01234022393,8.03426012646
16.8246010124,13.120776046
9.94762982851,19.3182355572
8.6937540704,3.41978922037
18.4614716019,6.94756399154
18.8822191248,11.6033046584
1.05905621992,9.89489789684
16.2018320433,3.30047317776
3.02536458332,6.22102809549
10.2825188804,18.4217386989
14.5269034449,4.5615044825
7.73522445736,6.78388677931
1.64799526833,11.9085019382
19.2884280452,19.6380123723
15.513774238,10.1554852644
18.6407104146,14.3692889688
13.3153979006,9.30218223555
14.173823954,10.8839883597
16.4282990255,3.61890082269
1.37554130681,12.5063583826
19.5820412198,12.0586230911
10.8002195402,10.1424976409
16.3395396272,14.3617875633
8.36496787829,9.79340978202
10.6601346067,18.4479236614
15.8019522921,3.64896311229
17.5581361307,4.49165346437
8.76052954666,13.3406589327
3.1305893335,2.96481014588
18.0589892714,7.67244428777
15.6005706099,14.9326304608
3.35630626579,9.0228340584
18.2825992807,3.04876984402
19.411284907,17.1203073706
14.0586078097,17.2244239525
16.4420346705,5.67409217661
9.24368128944,17.1150789984
5.157317234,10.7455757949
10.3064552775,12.1602593094
10.5184996954,12.5521715933
6.8674507312,14.0669836624
14.3385145038,0.160832700334
10.4657900225,4.80304114226
18.9154478019,8.00242072998
10.2132095074,11.3415946727
6.71048115819,8.22126645451
16.8925933551,5.08613773548
15.1742922408,14.5631681582
1.91823707802,19.6149792998
18.6051997307,13.8711700136
9.84733959509,11.624688561
1.75797776767,19.0771540996
9.57652000925,7.46556835654
4.67532738918,2.82737543537
16.7141838115,4.42057109697
14.531967296,11.5429134726
19.1469712681,17.0651879766
5.10901028286,15.3983017134
12.0353095613,0.920027840702
4.98993360132,10.2047731766
9.71897938909,8.44717259031
19.8290813045,17.2214079274
19.4012258742,15.9480262567
15.0216660839,19.3218933192
18.8730036961,14.4539625504
17.0733226486,14.0817828874
7.51082235925,5.02309736161
17.6339637025,2.8462991925
10.9067686444,6.38163080473
15.09336975,1.89767941917
3.8042295011,18.3983346143
3.32734064123,3.43566368478
2.91711696398,3.56016489565
0.352858188593,2.14384801433
6.45669083287,14.4023169994
15.0621338816,6.09277565988
17.1373209292,14.2792320929
14.7859495508,15.1726897967
6.93261678793,16.6190220567
16.7104108964,11.7877007647
3.63525497347,17.101028699
14.2418811396,11.8645647372
6.24504307671,18.6134996349
14.6529801563,4.91109770509
18.4700044211,1.25399378331
12.3294810744,2.02148032865
9.30055773702,4.07968873276
11.9525333983,1.53775576145
14.0641181359,10.1398311931
5.26187174649,5.75113143752
12.05275104,0.421525291544
12.3259077553,13.6265555146
19.0925331378,2.40762947345
17.985840627,9.20615434802
17.9351201006,11.5684331966
3.51194539752,8.18344450421
5.52525634379,15.7049182875
13.0121330123,14.8366049278
5.50191726091,14.1019635028
13.6708919327,13.8328043431
17.6448036883,1.37220371063
12.4077071279,7.81667033896
5.61649254127,2.28279085764
8.31654216447,1.5838834633
1.25706149587,0.0980728431322
5.92926283385,6.47731140669
12.913551375,11.5090275164
11.4540864579,1.56412066805
13.9624551369,0.937217245855
18.2257954893,13.6996285063
7.77112936382,8.13091371407
4.1384938251,3.5377464257
11.9073507475,11.5953956748
19.5630503047,12.1064398164
19.4518132396,12.763785287
17.176693398,1.23345701103
2.77321216468,1.41233315128
2.38292502097,7.87150755258
8.35743243804,13.6353382772
13.6362264237,8.2139042536
3.15206039888,19.0562750618
5.68403231676,2.17459649308
7.4403885328,13.3856434357
10.3058375439,9.42973289098
14.8109783825,8.90934484369
17.2273584761,9.70269485479
1.77001980541,12.8399569062
11.6428581364,16.6965176198
0.167638834007,15.5008449594
4.21145155759,6.84168146808
15.6055657053,14.4264797101
0.699804417813,11.0186309464
10.7803948014,18.3763968721
19.6931123432,1.88267233752
12.815098042,3.46061858831
6.50316534718,3.36165982613
3.13401801276,8.82913161911
